plan_type,billing_cycle,industry,region,monthly_fee,num_seats,tenure_months,support_tickets_last_90d,days_since_last_login,feature_adoption_score,nps_score,late_payments_last_12m,churn
starter,monthly,fintech,north_america,364.23,86,43,2,40,0.8468794445687716,28.09486892474398,2,0
growth,monthly,retail,north_america,2384.13,381,12,8,34,0.8428594999251726,24.82722960809476,3,1
enterprise,monthly,fintech,north_america,1299.38,38,81,2,5,0.6706208963792816,22.326268189447113,2,0
growth,annual,healthcare,latam,1596.23,443,26,0,34,0.7138355050275504,27.803473554943835,1,0
growth,annual,edtech,latam,801.67,142,75,3,15,0.7273478218262439,73.85070340584976,0,0
growth,monthly,logistics,europe,1139.59,221,54,2,44,0.45780354257056916,25.975015660333813,1,1
starter,annual,fintech,north_america,775.16,394,25,1,42,0.6297452902965675,21.67399824550276,2,1
growth,monthly,retail,north_america,1266.55,295,41,3,41,0.7802029984631166,28.918344181285917,0,0
growth,monthly,edtech,europe,456.26,28,11,6,29,0.2982286522846322,11.767746761284425,1,1
enterprise,monthly,logistics,latam,1744.55,273,52,2,40,0.7047855514183471,-9.470993598439803,3,1
growth,annual,edtech,europe,1205.2,256,6,3,19,0.6356716775036727,-13.760069487335922,2,0
starter,monthly,fintech,north_america,1242.52,419,54,4,2,0.732922958781071,10.557230687415334,4,1
growth,monthly,fintech,latam,843.31,254,17,3,38,0.3910550428365212,56.34949811693795,3,1
starter,monthly,edtech,north_america,2402.17,446,11,4,2,0.48614194283019213,56.010199241814284,4,1
starter,annual,healthcare,europe,802.65,240,19,4,28,0.36869526521328405,1.2163756512957473,1,1
starter,annual,logistics,north_america,404.5,88,8,5,24,0.36676082063294724,24.204168947440404,1,0
growth,monthly,logistics,europe,1169.58,228,74,3,16,0.7695629860571025,31.156715177918677,0,0
starter,annual,logistics,north_america,992.61,413,78,1,33,0.5140012130789443,10.60169175007098,1,0
starter,monthly,healthcare,europe,136.66,10,77,5,12,0.500773056564336,59.408460927067395,0,0
starter,monthly,edtech,europe,548.49,181,60,2,41,0.8163113184599676,46.288697930381865,0,1
enterprise,monthly,edtech,europe,1294.09,24,20,3,38,0.5581722119255162,36.66060644019369,0,0
growth,annual,fintech,latam,1095.36,379,63,3,41,0.7934706343664989,29.64432746524861,1,0
starter,monthly,healthcare,north_america,1177.31,231,63,6,38,0.4311115337780909,-9.512547281032885,0,1
starter,monthly,healthcare,europe,1699.09,323,20,1,37,0.5576724863037691,60.56724131380653,1,1
growth,monthly,retail,latam,2707.42,435,70,2,41,0.45697869445456657,41.93232434920772,0,1
starter,monthly,logistics,latam,2004.74,375,83,4,41,0.7186205780219707,37.82223692478593,0,0
growth,annual,logistics,north_america,1117.99,185,32,2,35,0.5827547318319645,10.289170906492005,0,0
starter,annual,healthcare,north_america,971.95,420,49,2,35,0.7516020798540225,12.370871756402938,2,0
enterprise,monthly,retail,north_america,1595.75,214,73,5,8,0.6475142063556104,39.869296486912305,1,1
starter,annual,healthcare,latam,898.15,440,22,5,7,0.26972574914906045,54.453745385978664,2,1
growth,monthly,healthcare,north_america,2492.19,441,83,2,17,0.5724668518474231,69.39620297198852,1,0
starter,monthly,fintech,north_america,564.06,102,26,1,16,0.3436230427582,10.351227309608642,0,0
enterprise,monthly,edtech,europe,2038.95,351,81,5,14,0.6823706955539031,24.186974324969327,1,0
enterprise,annual,edtech,latam,1968.05,314,20,3,13,0.7199327523386061,-22.263976031176558,3,0
growth,monthly,logistics,europe,1003.59,347,62,3,11,0.7386034643592458,-31.066976742944124,0,1
growth,annual,logistics,north_america,763.83,77,44,4,25,0.5978855321900844,40.58531617580016,3,0
starter,monthly,fintech,north_america,670.05,228,31,1,35,0.3262213374510316,7.520723706068501,0,1
growth,annual,edtech,latam,691.36,70,37,3,36,0.657724774070168,-19.357465623160145,1,0
growth,monthly,fintech,north_america,2191.52,404,19,5,5,0.693285979551781,0.08890339137168723,1,0
starter,annual,retail,latam,1949.46,393,56,3,24,0.5871419668071712,36.22780708213961,0,1
growth,annual,retail,north_america,1400.79,262,83,2,21,0.6353876065937651,37.21382031754947,1,0
growth,monthly,fintech,latam,492.51,61,49,2,35,0.28017326804201187,-11.294114143267304,0,0
growth,annual,fintech,north_america,1053.82,296,23,1,38,0.6319217910441604,57.67405968406971,0,0
growth,monthly,healthcare,latam,1390.65,199,56,5,14,0.6004904384262144,11.303228605993983,1,0
growth,monthly,fintech,europe,1667.39,355,37,2,35,0.40170877684433576,34.59783546063834,2,0
growth,monthly,logistics,north_america,545.59,47,77,3,26,0.7150887506235837,28.90305639480938,0,0
starter,annual,healthcare,latam,765.4,184,22,4,12,0.5310319934304253,27.722608250653305,1,1
starter,annual,retail,latam,569.66,164,44,0,25,0.6612413484224939,5.513480546242116,3,0
starter,monthly,logistics,latam,1951.44,429,42,7,1,0.7078473529785093,27.416382161064714,0,0
growth,annual,retail,north_america,1020.57,136,74,2,2,0.6791841671175469,34.46486742760701,0,0
starter,monthly,retail,north_america,1180.18,444,10,8,18,0.3786589121328868,23.21641433475583,1,1
starter,monthly,logistics,europe,991.34,415,52,6,43,0.5508612329040128,30.422181999648796,2,1
starter,monthly,healthcare,latam,566.37,265,68,6,26,1.0,54.44360455341716,3,1
starter,monthly,fintech,latam,513.13,81,31,1,30,0.8711962670350523,16.68986119964114,1,0
growth,monthly,retail,north_america,782.42,102,42,6,38,0.7702136000931732,43.68059218889216,2,0
starter,monthly,retail,europe,142.43,10,25,3,20,0.6693785065222181,22.950128512730544,3,1
starter,monthly,edtech,north_america,698.37,349,35,0,23,0.4421502156962683,62.189022643481906,1,0
growth,monthly,fintech,north_america,1360.89,327,79,2,12,0.5907885247087493,-5.743473632611575,1,1
starter,annual,retail,latam,351.47,146,31,1,11,0.5439609179543337,59.29129892697468,0,0
starter,monthly,edtech,latam,1499.16,329,17,2,41,0.604755200505122,15.240512129943799,1,1
starter,annual,logistics,latam,845.11,260,49,2,31,0.35963337346136526,78.68286146430863,1,1
growth,monthly,fintech,north_america,2339.18,367,40,3,5,0.7918096873636868,38.44668537591086,1,0
starter,monthly,healthcare,north_america,278.72,41,65,3,18,0.13643389863368235,48.40596253719384,2,0
growth,monthly,logistics,latam,537.44,91,4,6,34,0.7742796861925096,24.13797572159412,0,1
enterprise,annual,edtech,north_america,2008.95,363,75,3,37,0.7777211705948622,44.3372330017768,3,1
growth,monthly,fintech,latam,682.91,168,59,2,29,1.0,44.32745967534178,3,1
starter,monthly,fintech,latam,1175.64,431,70,2,1,0.5750378583573117,24.582045811292325,4,0
growth,annual,edtech,north_america,2481.34,396,34,4,16,0.5264021988703013,46.343112901186,0,0
growth,annual,retail,latam,593.87,45,37,1,18,0.6416623242145899,-52.66103025325486,0,0
starter,monthly,retail,europe,583.51,183,28,1,8,0.7207673415884539,12.54060538170205,1,1
growth,monthly,logistics,europe,1166.35,330,70,4,18,0.6037585087603536,28.51365057833715,2,0
starter,monthly,healthcare,north_america,258.16,63,6,3,16,0.4070510033161968,40.04543156671359,2,1
starter,monthly,fintech,latam,1462.56,387,44,4,26,0.7205357897151581,51.328339350700496,0,1
starter,annual,retail,europe,256.63,46,22,4,14,0.6198816997108597,21.93528563543452,2,0
starter,monthly,logistics,latam,266.98,51,53,3,16,0.43852679163146535,18.629258490906007,1,0
starter,monthly,healthcare,north_america,544.51,245,81,1,39,0.3275288965424093,48.91655190755751,2,0
growth,monthly,edtech,north_america,635.28,113,56,3,18,1.0,55.63713243310317,0,0
enterprise,monthly,fintech,latam,2155.23,288,4,2,8,0.7697678297954804,45.75669931530395,1,1
starter,annual,fintech,europe,519.54,178,34,3,33,0.7206890258929844,24.327045594298887,1,0
growth,monthly,logistics,europe,844.78,124,3,2,11,0.5993042618830965,89.16563397825965,2,1
growth,monthly,fintech,europe,1146.71,377,41,2,7,0.7441977567794147,29.90448416592898,5,0
starter,monthly,fintech,north_america,316.32,74,15,1,34,0.4305887431309196,33.1943715318565,1,0
starter,monthly,edtech,latam,1110.49,223,58,6,10,0.655891612756463,67.19056138003593,0,0
starter,monthly,retail,north_america,400.59,78,45,3,0,0.6637391704818635,64.6732986475175,1,0
starter,monthly,retail,north_america,428.57,64,26,3,4,0.4350433275369765,44.98029220554095,1,0
starter,annual,edtech,north_america,348.43,94,72,3,33,0.6011998683678361,6.359867839150961,0,1
starter,annual,fintech,europe,279.32,117,62,3,11,0.5457025540510385,30.703863930235496,0,1
growth,annual,edtech,north_america,1008.19,187,53,4,17,0.4824886947590052,40.418546901402266,5,0
starter,annual,healthcare,latam,602.24,211,30,4,22,0.5230068232716095,74.84954728809758,2,0
starter,monthly,fintech,north_america,228.54,65,23,1,12,0.3127663449657011,98.79408996793649,0,1
starter,monthly,edtech,north_america,130.42,20,49,6,8,0.8113050927566323,13.623639266138786,0,0
growth,monthly,healthcare,latam,522.08,45,66,2,3,0.9012180159406658,48.46388937711963,1,0
starter,annual,logistics,north_america,966.82,285,70,0,3,0.45326120262874947,8.440279740843776,0,0
growth,monthly,logistics,north_america,1572.43,438,65,3,41,0.819798565789648,25.003179167581152,1,1
starter,monthly,logistics,latam,141.36,14,2,3,44,0.6142378581897081,7.180002472291682,1,0
starter,monthly,healthcare,europe,180.95,18,82,3,28,0.6181640455492141,68.06161481233991,1,0
enterprise,monthly,healthcare,latam,2054.85,352,20,4,20,0.3868470568659355,33.70799193124776,1,1
starter,annual,logistics,europe,1256.16,327,1,5,36,0.5196077371172985,35.04260865793989,3,1
starter,annual,retail,north_america,1911.55,331,47,2,37,0.7159059101184946,29.182210069266237,2,1
starter,monthly,edtech,north_america,234.98,80,38,2,19,0.4444387899001841,37.03116621037911,0,0
enterprise,annual,logistics,north_america,2806.8,389,9,4,33,0.4864958010404371,37.85124377187687,2,1
growth,monthly,healthcare,europe,1537.97,281,18,0,4,0.528539792547844,11.555267860405074,0,0
growth,monthly,fintech,north_america,581.94,73,18,3,7,0.006689458423408432,-12.507531757413183,2,0
enterprise,monthly,edtech,north_america,1455.36,54,37,4,38,0.6790895991384696,-3.858063200173804,3,0
starter,annual,retail,europe,1237.49,272,63,3,23,0.734654219613363,-10.656874006921466,2,1
enterprise,monthly,healthcare,europe,2726.54,351,57,1,36,0.6856261784281688,32.6778882410496,0,0
starter,monthly,retail,north_america,809.21,352,3,2,25,0.7897102071195575,8.404524459829606,0,0
growth,annual,edtech,europe,1326.7,265,15,3,5,0.5400746597747523,51.52240863904198,0,0
starter,monthly,retail,north_america,604.45,233,51,4,7,0.9460137544979588,33.77590426495523,1,0
starter,monthly,healthcare,latam,668.26,313,67,4,23,0.46793799673107883,-16.0501016954323,2,0
enterprise,annual,edtech,latam,1395.08,61,3,4,5,0.579594587190721,18.148423014513334,1,0
starter,annual,edtech,europe,413.54,166,28,1,38,0.5618196101888275,-22.948336487376938,1,1
enterprise,annual,logistics,north_america,1270.57,47,10,2,11,0.6535329283978781,0.5391060208129836,2,0
starter,annual,fintech,europe,2128.95,377,41,5,31,0.5768769752234574,16.233551469101855,0,1
growth,monthly,logistics,north_america,1716.07,273,33,5,11,0.6014718024799388,5.311236030010521,2,0
enterprise,monthly,edtech,latam,1985.24,350,15,5,34,0.49787494406120014,73.23799694147435,4,1
starter,annual,edtech,latam,571.4,225,81,0,12,0.5410713476465397,45.971093987664275,2,1
enterprise,monthly,healthcare,europe,2400.6,418,64,1,23,0.21783041748575446,20.132257874761784,2,0
growth,monthly,fintech,europe,1164.32,418,46,6,11,0.7644381106881462,62.245209265901316,0,0
growth,annual,retail,europe,1142.89,278,64,0,39,0.43604310179082245,4.6127867369558215,2,0
starter,monthly,healthcare,latam,1719.53,375,26,8,24,0.5316816742002406,20.027651355899224,1,1
growth,monthly,healthcare,north_america,1078.94,297,78,1,23,0.4292436448723852,48.493717599163794,0,1
growth,annual,logistics,europe,1853.31,326,35,5,13,0.722542715449649,1.224987334707322,1,1
growth,annual,fintech,latam,935.65,113,33,3,8,0.5221933957675999,44.44083695761477,0,0
starter,annual,logistics,north_america,829.24,442,48,3,34,0.18021906137546326,35.0268043281316,2,1
starter,annual,retail,latam,410.3,85,48,4,2,0.6705355029321055,42.11383702000363,0,0
enterprise,monthly,logistics,north_america,1765.25,313,52,4,2,0.4854966853058039,71.13770042871163,0,0
starter,annual,healthcare,latam,1114.05,274,70,5,29,0.6157935033056983,38.93285224179017,1,1
growth,monthly,edtech,north_america,421.55,44,23,4,27,0.769793314602212,31.024967328045133,0,0
enterprise,annual,retail,north_america,2417.69,349,59,5,14,0.44224036063244515,-7.936523449292142,2,0
starter,monthly,logistics,europe,217.7,37,17,2,34,0.6108417333978561,33.0468449791625,2,1
starter,annual,fintech,europe,1325.03,230,20,5,2,0.4811009058004395,16.4813180234464,0,0
growth,monthly,healthcare,latam,1166.26,367,42,7,19,0.7976011813785129,25.04492692497283,0,0
starter,annual,logistics,europe,211.16,58,44,2,40,0.634212276796712,16.63760971782478,3,1
growth,monthly,fintech,north_america,642.92,164,54,2,14,0.6158439804615083,39.79630322694913,1,0
growth,monthly,edtech,north_america,822.48,230,12,1,35,0.39663657429588883,4.22516945990922,1,1
growth,monthly,fintech,europe,1948.56,416,68,5,13,0.7550352304946826,33.08921901351262,1,0
starter,monthly,fintech,latam,1032.05,173,47,4,10,0.7778760451470322,3.0022326877689522,2,0
growth,annual,retail,europe,562.57,55,50,4,14,0.4820939882412658,-15.169676046258505,1,0
growth,monthly,retail,north_america,599.58,61,63,3,13,0.6476989496194552,19.798375269724847,2,0
starter,monthly,retail,north_america,459.5,91,58,3,5,0.7258399720339501,39.13342718714084,1,0
growth,monthly,retail,north_america,1207.56,390,36,4,40,1.0,9.352115049172383,1,0
enterprise,monthly,edtech,europe,3036.86,348,41,3,26,0.6904032459638383,31.278175777203458,2,0
growth,annual,logistics,north_america,1382.32,189,20,1,43,0.6199262292327559,19.288474723619004,1,1
growth,monthly,healthcare,latam,1158.47,381,48,4,28,0.5919821278981572,3.149877318033756,1,1
starter,monthly,healthcare,north_america,1129.59,413,17,2,40,0.6026851970225303,41.37511130383967,0,0
starter,monthly,healthcare,latam,1573.63,390,53,0,17,0.758113689267209,12.368183471906633,0,0
starter,monthly,edtech,north_america,124.88,5,35,3,8,0.46123371862839474,36.99093583748888,0,1
starter,annual,healthcare,europe,278.73,47,20,1,43,0.787883193371941,-7.0444778323810056,4,1
enterprise,monthly,edtech,latam,2183.92,327,40,3,37,0.3425752810786468,31.283448566245124,2,0
starter,monthly,retail,north_america,621.42,173,78,4,41,0.7399406436637656,42.97263405791559,2,0
growth,annual,retail,north_america,578.44,74,47,2,41,0.7900650283816182,36.442541786170764,1,1
starter,monthly,logistics,north_america,1618.84,291,29,4,13,0.7651115915252586,49.42098313823153,1,0
starter,monthly,retail,latam,837.06,161,38,2,24,0.6686696741801462,43.49185547818493,1,1
starter,monthly,retail,europe,2041.08,413,51,4,32,0.6910805428940602,35.18119492187989,1,1
starter,annual,healthcare,north_america,533.88,260,13,8,39,0.5479636786891686,48.30426863211582,0,1
growth,monthly,retail,latam,647.45,109,47,4,5,0.41750834500325457,19.029814399871725,2,1
enterprise,monthly,healthcare,north_america,3146.38,420,3,3,41,0.6649490142720841,40.510680709806465,1,1
enterprise,annual,logistics,europe,1735.02,271,71,5,34,0.6324168286981328,28.522727906059263,1,0
starter,annual,retail,europe,442.71,135,51,2,21,0.7862633220377891,72.41475308124325,1,1
growth,monthly,fintech,europe,670.03,67,10,4,33,0.5945697182747866,34.563883828755706,0,1
starter,annual,healthcare,north_america,1036.26,251,39,3,12,0.648611009149035,-2.8510440309157836,0,1
enterprise,monthly,retail,north_america,2438.93,337,74,3,16,0.6717360928044148,34.07279939544906,1,1
growth,annual,logistics,europe,1356.92,376,81,4,8,0.7230307582032058,5.17077490897116,1,1
starter,annual,healthcare,north_america,211.24,60,12,3,17,0.7907473347601361,45.48374345977991,0,1
starter,monthly,healthcare,latam,1071.19,196,23,2,13,0.4483276922333213,45.91590132289217,2,1
starter,monthly,retail,europe,1098.64,449,12,2,26,0.7463066879499577,13.382306636031535,0,1
starter,monthly,logistics,europe,1173.77,298,31,2,19,0.5874975731854778,3.0920096531602272,2,1
enterprise,annual,logistics,latam,1370.27,44,72,1,12,0.7356706015348756,31.18636467753207,1,0
growth,monthly,fintech,latam,1753.11,412,59,5,17,0.8861250440610962,6.304893878706219,2,0
enterprise,monthly,retail,europe,2668.99,309,22,4,25,0.24049192402241723,7.877152331074848,1,0
starter,annual,edtech,north_america,415.17,208,28,2,35,0.8386012047406397,15.854492063015602,3,1
growth,annual,edtech,europe,1381.57,350,51,3,39,0.5986912063533673,42.9834631401961,1,1
starter,monthly,retail,north_america,1354.85,292,50,1,11,0.4660173925635754,-7.614484492464017,0,1
growth,annual,edtech,europe,548.76,118,39,3,20,0.5412467558973713,9.892384699486911,1,1
starter,monthly,retail,europe,1959.97,359,35,3,32,0.43434366450890627,85.56969567931374,1,1
starter,annual,healthcare,latam,448.81,116,78,2,9,0.7113494533554887,74.89129562977752,0,0
growth,monthly,fintech,north_america,756.46,105,42,1,33,0.43373420132609897,57.03516912148547,0,1
starter,monthly,retail,north_america,512.68,269,65,2,25,0.8367786087753435,29.050971211031626,2,0
growth,annual,fintech,europe,389.23,11,80,5,6,0.7445449764308597,46.04786372809106,3,0
growth,monthly,retail,latam,1009.6,284,28,2,29,0.6608879742521437,18.76684209473913,0,1
starter,monthly,logistics,north_america,806.95,249,65,3,7,0.25349355497157267,-36.91411683545596,1,1
enterprise,monthly,logistics,europe,2906.75,325,68,5,23,0.3819403792264615,14.314894574392431,0,0
growth,annual,fintech,europe,672.5,74,19,1,13,0.6055727220828901,16.624481174534075,0,0
growth,annual,fintech,europe,1419.05,262,19,2,1,0.6153783697383077,28.677477921414404,0,0
growth,annual,edtech,latam,1439.99,200,14,1,30,0.7891655368980653,39.591350716999656,1,0
growth,annual,retail,europe,526.21,80,52,5,30,0.09574198990180958,67.6222493628639,0,0
growth,annual,fintech,europe,706.44,205,64,4,12,0.48334924997801215,28.762719637307168,2,0
